fg_pre_scfh 8.5842
o2_pre_scfh 10.4700
fg_post_scfh 8.5823
o2_post_scfh 10.4700
total_scfh 19.0542
ratio_fo 0.819890
c0 -1.11235226e-17
c1 4.35719989e-18
Uc1 2.96510616e-16
