fg_pre_scfh 10.7762
o2_pre_scfh 14.2802
fg_post_scfh 10.7500
o2_post_scfh 14.2883
total_scfh 25.0564
ratio_fo 0.754625
c0 -5.00056377e-18
c1 2.83991834e-18
Uc1 2.54135991e-16
