fg_pre_scfh 9.5725
o2_pre_scfh 11.5054
fg_post_scfh 9.5734
o2_post_scfh 11.4990
total_scfh 21.0779
ratio_fo 0.831994
c0 -1.70442027e-01
c1 4.99612773e-02
Uc1 1.05307904e+00
