fg_pre_scfh 10.1879
o2_pre_scfh 15.0244
fg_post_scfh 10.0753
o2_post_scfh 15.0261
total_scfh 25.2124
ratio_fo 0.678090
c0 -1.60159452e-18
c1 2.26976989e-18
Uc1 2.04379438e-16
