# Configuration automatically generated by WRITE_CONFIG()
connection ethernet
#connection (actual) ?
device any
#device (actual) t7
name "LJ2"
serial "470014042"
ip "192.168.1.33"
samplehz 50000.000000
settleus 1.000000
nsample 100000

# Analog Inputs
aichannel 1
ainegative 199
airange 10.000000
airesolution 0
aicalslope 4.000000
aicalzero 0.000000
aicalunits "uA"

distream 1
# Meta Parameters
meta float
x 20.000000
y 3.000000
theta 0.227317
vwire 40.000000
r 127.000000
standoff 12.700000
meta end

## End Configuration ##
#: Thu Jan 16 10:12:53 2020
4.649136e-02	6.553500e+04
3.828258e-02	6.553500e+04
4.175552e-02	6.553500e+04
4.459703e-02	6.553500e+04
4.112408e-02	6.553500e+04
3.796685e-02	6.553500e+04
4.491275e-02	6.553500e+04
4.901714e-02	6.553500e+04
4.175552e-02	6.553500e+04
4.175552e-02	6.553500e+04
4.585991e-02	6.553500e+04
4.049264e-02	6.553500e+04
3.259957e-02	6.553500e+04
4.649136e-02	6.553500e+04
4.585991e-02	6.553500e+04
4.617564e-02	6.553500e+04
3.986119e-02	6.553500e+04
4.270269e-02	6.553500e+04
4.112408e-02	6.553500e+04
4.364986e-02	6.553500e+04
4.175552e-02	6.553500e+04
4.459703e-02	6.553500e+04
4.806997e-02	6.553500e+04
4.333414e-02	6.553500e+04
3.986119e-02	6.553500e+04
3.417819e-02	6.553500e+04
4.238697e-02	6.553500e+04
4.585991e-02	6.553500e+04
3.828258e-02	6.553500e+04
4.428130e-02	6.553500e+04
3.670397e-02	6.553500e+04
3.670397e-02	6.553500e+04
3.638824e-02	6.553500e+04
4.428130e-02	6.553500e+04
3.922974e-02	6.553500e+04
3.859830e-02	6.553500e+04
4.175552e-02	6.553500e+04
3.891402e-02	6.553500e+04
4.080836e-02	6.553500e+04
3.954547e-02	6.553500e+04
4.049264e-02	6.553500e+04
4.680708e-02	6.553500e+04
4.207125e-02	6.553500e+04
3.607252e-02	6.553500e+04
3.859830e-02	6.553500e+04
4.207125e-02	6.553500e+04
4.680708e-02	6.553500e+04
4.207125e-02	6.553500e+04
4.396558e-02	6.553500e+04
4.175552e-02	6.553500e+04
4.112408e-02	6.553500e+04
3.954547e-02	6.553500e+04
3.165241e-02	6.553500e+04
4.459703e-02	6.553500e+04
4.554419e-02	6.553500e+04
3.986119e-02	6.553500e+04
4.017691e-02	6.553500e+04
4.238697e-02	6.553500e+04
3.891402e-02	6.553500e+04
4.270269e-02	6.553500e+04
4.585991e-02	6.553500e+04
4.080836e-02	6.553500e+04
4.333414e-02	6.553500e+04
4.175552e-02	6.553500e+04
3.733541e-02	6.553500e+04
4.396558e-02	6.553500e+04
4.680708e-02	6.553500e+04
4.049264e-02	6.553500e+04
4.585991e-02	6.553500e+04
4.270269e-02	6.553500e+04
4.270269e-02	6.553500e+04
4.301842e-02	6.553500e+04
4.207125e-02	6.553500e+04
4.743853e-02	6.553500e+04
4.712281e-02	6.553500e+04
5.312153e-02	6.553500e+04
4.049264e-02	6.553500e+04
4.143980e-02	6.553500e+04
4.333414e-02	6.553500e+04
5.249009e-02	6.553500e+04
4.428130e-02	6.553500e+04
4.396558e-02	6.553500e+04
4.396558e-02	6.553500e+04
4.459703e-02	6.553500e+04
4.333414e-02	6.553500e+04
4.901714e-02	6.553500e+04
4.617564e-02	6.553500e+04
5.122720e-02	6.553500e+04
4.649136e-02	6.553500e+04
4.364986e-02	6.553500e+04
5.596303e-02	6.553500e+04
4.933286e-02	6.553500e+04
4.996431e-02	6.553500e+04
4.491275e-02	6.553500e+04
4.870142e-02	6.553500e+04
4.491275e-02	6.553500e+04
4.364986e-02	6.553500e+04
3.796685e-02	6.553500e+04
4.585991e-02	6.553500e+04
4.333414e-02	6.553500e+04
4.585991e-02	6.553500e+04
4.617564e-02	6.553500e+04
4.712281e-02	6.553500e+04
4.364986e-02	6.553500e+04
4.459703e-02	6.553500e+04
4.680708e-02	6.553500e+04
5.249009e-02	6.553500e+04
4.585991e-02	6.553500e+04
4.585991e-02	6.553500e+04
4.585991e-02	6.553500e+04
4.680708e-02	6.553500e+04
5.028003e-02	6.553500e+04
4.996431e-02	6.553500e+04
4.617564e-02	6.553500e+04
5.501587e-02	6.553500e+04
4.743853e-02	6.553500e+04
4.396558e-02	6.553500e+04
4.585991e-02	6.553500e+04
5.375298e-02	6.553500e+04
5.059575e-02	6.553500e+04
5.028003e-02	6.553500e+04
4.806997e-02	6.553500e+04
5.280581e-02	6.553500e+04
4.775425e-02	6.553500e+04
5.122720e-02	6.553500e+04
5.312153e-02	6.553500e+04
5.438442e-02	6.553500e+04
