fg_pre_scfh 10.4452
o2_pre_scfh 12.5587
fg_post_scfh 10.4461
o2_post_scfh 12.5474
total_scfh 23.0039
ratio_fo 0.831707
c0 -1.28728651e-17
c1 3.79095834e-18
Uc1 3.11452689e-16
