fg_pre_scfh 7.7076
o2_pre_scfh 9.2679
fg_post_scfh 7.7105
o2_post_scfh 9.2614
total_scfh 16.9755
ratio_fo 0.831653
c0 -1.06954151e-17
c1 4.65574402e-18
Uc1 2.82262598e-16
